Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bracelet style (product.metafields.custom.bracelet_style),CTW (product.metafields.custom.ctw),Diamond cut (product.metafields.custom.cut_2),Diamond ring setting (product.metafields.custom.diamond_ring_setting),Earring Style (product.metafields.custom.earring_style),Engraving (product.metafields.custom.engraving),Necklace pendant style (product.metafields.custom.necklace_pendant_style),Setting type (product.metafields.custom.setting_type),Stone (product.metafields.custom.stone),Style (product.metafields.custom.style),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Gemstone type (product.metafields.shopify.gemstone-type),Ring size (product.metafields.shopify.ring-size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / United States,Price / United States,Compare At Price / United States,Status
studs-earrings-15-15-pts-lab-grown-diamonds-vs-f-screw-back-14k-white-gold,Studs earrings total 0.26 carat lab-grown diamonds VS F screw back 14k white gold,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span>Your earrings are the first to play the main role in lending a sparkling look to your fabulous style attire. These impressive white gold studs will make you look alluring. Made from bona fide diamonds, these earrings will add a pop of grace to your look and keep you comfortable all throughout. This adornment comes in a gorgeous diamond design that lends prettiness to your wardrobe. At Global Diamond Montreal, we make it glitter and make it shine every time for your happiness.</span><br><meta charset=""utf-8""></p>
<p> </p>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"">
<th class=""woocommerce-product-attributes-item__label"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"">
<th class=""woocommerce-product-attributes-item__label"">Metal Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>White</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_main-stone-color"">
<th class=""woocommerce-product-attributes-item__label"">Main Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>White</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"">
<th class=""woocommerce-product-attributes-item__label"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>0.8</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"">
<th class=""woocommerce-product-attributes-item__label"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>0.26 ct</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_stone-type"">
<th class=""woocommerce-product-attributes-item__label"">Stone Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Lab-grown diamond</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"">
<th class=""woocommerce-product-attributes-item__label"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"">
<th class=""woocommerce-product-attributes-item__label"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>F</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"">
<th class=""woocommerce-product-attributes-item__label"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>VS</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_diamond-type"">
<th class=""woocommerce-product-attributes-item__label"">Diamond Diameter Approximately</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>3.4 MM Each</p>
</td>
</tr>
</tbody>
</table>
<p><br></p>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Rings,Diamond Studs,"Diamond Earrings, mothers-day-2026, Stud Diamond Earrings",true,Choose Color,White Gold,,,,,,,,1100-0030,0.0,shopify,7,deny,manual,500.00,620.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Studs_earrings_total_0.26_carat_lab-grown_diamonds_VS_F_screw_back_14k_white_gold.png?v=1776115442,1,"",false,,,,,,,,,mothers-day-2026,,,,,,0.26,round-1,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
studs-earrings-15-15-pts-lab-grown-diamonds-vs-f-screw-back-14k-white-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/ChatGPTImageApr3_2025_11_14_51AM_edc872c5-ead2-479a-9ae4-ac03f68d0a05.png?v=1776115442,2,Studs earrings total 0.26 carat lab-grown diamonds VS F screw back 14k white gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studs-earrings-15-15-pts-lab-grown-diamonds-vs-f-screw-back-14k-white-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1100-2033-side-copy-1024x1024_59f67455-a26d-47e8-b2e0-5624e7837fea.jpg?v=1776115557,3,Studs earrings lab-grown diamonds total 0.50 carat VS F screw back 14k white gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studs-earrings-15-15-pts-lab-grown-diamonds-vs-f-screw-back-14k-white-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/ChatGPTImageApr3_2025_10_15_31AM_47f6db9f-8e4c-4b88-a75c-94749b62419e.png?v=1776115442,4,Studs earrings total 0.26 carat lab-grown diamonds VS F screw back 14k white gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studs-earrings-10-10-pts-diamonds-vs-screw-back-14k-white-gold,Studs earrings total 0.20 CTW diamonds vs screw back 14k white gold,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span>The other side features superior quality white gold, so it’ll make a significant difference in your look. Additionally, the diamond design appears chic and is perfect for casual &amp; chic occasions. One more notable aspect is that the simple diamond design, rendered in white gold, gives it a clean, classy look. Most glamorous for your jewelry looks.</span><br></p>
<p><br><meta charset=""utf-8""></p>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"">
<th class=""woocommerce-product-attributes-item__label"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"">
<th class=""woocommerce-product-attributes-item__label"">Metal Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>White</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_main-stone-color"">
<th class=""woocommerce-product-attributes-item__label"">Main Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>White</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"">
<th class=""woocommerce-product-attributes-item__label"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>0.6</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"">
<th class=""woocommerce-product-attributes-item__label"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>0.20 ct</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"">
<th class=""woocommerce-product-attributes-item__label"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"">
<th class=""woocommerce-product-attributes-item__label"">Diamond Diameter Approximately</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>3 MM EACH</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"">
<th class=""woocommerce-product-attributes-item__label"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>F</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"">
<th class=""woocommerce-product-attributes-item__label"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>VS</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_diamond-type"">
<th class=""woocommerce-product-attributes-item__label"">Diamond Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Lab-grown Diamond</p>
</td>
</tr>
</tbody>
</table>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Rings,Diamond Studs,"14k GOLD, Diamond, Diamond Earrings, Lab-Grown, mothers-day-2026, Stud Diamond Earrings",true,Choose Color,White Gold,,,,,,,,1102-0010,0.0,shopify,10,deny,manual,480.00,560.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Studs_earrings_total_0.20_CTW_diamonds_vs_screw_back_14k_white_gold.png?v=1776115412,1,"",false,,,,,,,,,mothers-day-2026,,,,,,10+10,round-1,,stud,,,prong,,Stud earrings,,,,,,,,,,kg,,,true,,,true,,,active
studs-earrings-10-10-pts-diamonds-vs-screw-back-14k-white-gold,,,,,,,,,Yellow Gold,,,,,,,,1102-0010,0.0,shopify,10,deny,manual,480.00,560.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/ChatGPTImageApr3_2025_11_14_51AM.png?v=1776115412,2,Studs earrings total 0.20 CTW diamonds vs screw back 14k white gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
studs-earrings-10-10-pts-diamonds-vs-screw-back-14k-white-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1100-2033-side-copy-1024x1024_6da0e73b-bf03-446e-b6d6-37ebfa8ab593.jpg?v=1776115412,3,Studs earrings total 0.20 CTW diamonds vs screw back 14k white gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studs-earrings-10-10-pts-diamonds-vs-screw-back-14k-white-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1100-2033-face-copy-Copy-1024x1024_eaff057b-2e2a-49c9-895f-819b1ff51684.jpg?v=1776115412,4,Studs earrings total 0.20 CTW diamonds vs screw back 14k white gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diamond-stud-earrings-5-5-pts-diamonds-si-in-14k-white-gold,Lab-grown Diamond stud earrings total 0.10 CT diamonds  in 14k white gold,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span>Worked from superb quality white gold material, this stud earring has a scrupulous diamond design that makes it fresh and youthful. The superb design of this stud earring will absolutely make you fall in love with it. Definitely, the white colour stud earring has been inducted into the fashionista’s wardrobe for its knockout style world-class craftsmanship.</span><br></p>
<p><br><meta charset=""utf-8""></p>
<table style=""width: 99.9505%;"" class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"">
<th style=""width: 63.2962%;"" class=""woocommerce-product-attributes-item__label"">Metal Type</th>
<td style=""width: 36.5874%;"" class=""woocommerce-product-attributes-item__value"">
<p>14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"">
<th style=""width: 63.2962%;"" class=""woocommerce-product-attributes-item__label"">Item Weight</th>
<td style=""width: 36.5874%;"" class=""woocommerce-product-attributes-item__value"">
<p>0.6</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stock-ring-size"">
<th style=""width: 63.2962%;"" class=""woocommerce-product-attributes-item__label"">Diamond weight</th>
<td style=""width: 36.5874%;"" class=""woocommerce-product-attributes-item__value"">
<p>0.10 CT</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_stone-type"">
<th style=""width: 63.2962%;"" class=""woocommerce-product-attributes-item__label"">Stone Type</th>
<td style=""width: 36.5874%;"" class=""woocommerce-product-attributes-item__value"">
<p>Lab-Grown Diamond</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"">
<th style=""width: 63.2962%;"" class=""woocommerce-product-attributes-item__label"">Stone Shape</th>
<td style=""width: 36.5874%;"" class=""woocommerce-product-attributes-item__value"">
<p>Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"">
<th style=""width: 63.2962%;"" class=""woocommerce-product-attributes-item__label"">Diamond Diameter Approximately</th>
<td style=""width: 36.5874%;"" class=""woocommerce-product-attributes-item__value"">
<p>2.25 MM each</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"">
<th style=""width: 63.2962%;"" class=""woocommerce-product-attributes-item__label"">Stone Color</th>
<td style=""width: 36.5874%;"" class=""woocommerce-product-attributes-item__value"">
<p>F</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"">
<th style=""width: 63.2962%;"" class=""woocommerce-product-attributes-item__label"">Stone Clarity</th>
<td style=""width: 36.5874%;"" class=""woocommerce-product-attributes-item__value"">
<p>VS</p>
</td>
</tr>
</tbody>
</table>
<p><br></p>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Rings,Diamond Studs,"14k GOLD, Diamond, Diamond Earrings, mothers-day-2026, Stud Diamond Earrings",true,Choose Color,White Gold,,,,,,,,1102-0005,0.0,shopify,5,deny,manual,390.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Lab-grown_Diamond_stud_earrings_total_0.10_CT_diamonds_in_14k_white_gold.png?v=1776115292,1,"",false,,,,,,,,,mothers-day-2026,,,,,,5+5,round-1,,stud,,,prong,,Stud earrings,,,,,,,,,,kg,,,true,,,true,,,active
diamond-stud-earrings-5-5-pts-diamonds-si-in-14k-white-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/ChatGPTImageFeb12_2026_04_33_24PM.png?v=1776115292,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
